City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,morehead city,34.7229,-76.726,33.01,84,20,9.77,US,1689535265
286,caleta de carquin,-11.0925,-77.6267,22.42,70,17,5.31,PE,1689535266
287,ola,59.5833,151.2833,11.65,89,100,0.88,RU,1689535065
288,puerto armuelles,8.2833,-82.8667,30.99,84,100,1.34,PA,1689535014
289,bhaisa,19.1,77.9667,23.21,93,100,6.53,IN,1689535268
290,gornozavodsk,58.3758,58.3211,15.3,73,100,1.9,RU,1689535268
291,guerrero negro,27.9769,-114.0611,26.0,57,98,4.15,MX,1689535269
292,geraldton,-28.7667,114.6,4.23,87,0,3.6,AU,1689535269
293,port-vila,-17.7338,168.3219,21.78,83,75,5.14,VU,1689535270
294,iskateley,67.6803,53.1512,16.0,84,36,4.06,RU,1689535271
295,el reno,35.5323,-97.955,34.03,51,0,1.54,US,1689535271
296,buy,58.4786,41.53,16.13,84,24,2.08,RU,1689535271
297,wynyard,-41.0,145.7167,9.99,86,34,4.39,AU,1689535272
298,margate,51.3813,1.3862,17.95,65,100,4.02,GB,1689535272
299,ipatovo,45.7181,42.9036,18.94,60,63,3.63,RU,1689535273
300,vila franca do campo,37.7167,-25.4333,21.23,66,99,1.82,PT,1689535274
301,pinheiro machado,-31.5783,-53.3811,10.27,69,34,3.96,BR,1689535274
302,amos,48.5669,-78.1162,26.53,46,30,1.21,CA,1689535275
303,buta,2.7858,24.73,24.4,71,19,1.17,CD,1689535275
304,rexburg,43.826,-111.7897,30.79,28,0,2.06,US,1689535035
305,malmberget,67.1753,20.6549,12.31,94,75,6.17,SE,1689535276
306,larkird,35.4894,66.6641,19.9,30,0,0.62,AF,1689535277
307,lashio,22.9333,97.75,20.4,99,75,0.68,MM,1689535277
308,diawara,15.022,-12.5437,30.82,65,100,2.26,SN,1689535278
309,novodvinsk,64.4165,40.8122,16.25,75,78,0.75,RU,1689535278
310,greymouth,-42.4667,171.2,7.94,90,100,1.72,NZ,1689535279
311,livadeia,38.435,22.8739,29.89,48,0,1.61,GR,1689535279
312,karasburg,-28.0167,18.75,16.09,28,0,4.57,NA,1689535280
313,lata,40.1629,-8.3327,19.49,57,45,3.36,PT,1689535280
314,nizhnesortymskiy,62.4397,71.7603,14.35,63,20,3.1,RU,1689534908
315,as sulayyil,20.4607,45.5779,37.14,9,94,4.16,SA,1689535282
316,xinyu,27.8043,114.9334,23.86,74,17,1.62,CN,1689535282
317,pitimbu,-7.4706,-34.8086,24.33,79,21,5.95,BR,1689535076
318,ebon,4.582,168.6964,28.0,77,100,5.04,MH,1689535283
319,inhambupe,-11.7844,-38.3531,26.29,61,87,4.55,BR,1689535284
320,leava,-14.3,-178.1667,26.47,79,93,12.91,WF,1689535284
321,palikir - national government center,6.9248,158.1611,26.86,82,100,8.14,FM,1689535285
322,polyarnyy,69.1989,33.4478,13.72,83,92,1.34,RU,1689535286
323,santa rosa,14.3122,121.1114,25.53,98,100,1.74,PH,1689535287
324,coquimbo,-29.9533,-71.3436,14.85,82,0,7.2,CL,1689535287
325,brookings,44.3114,-96.7984,23.99,61,0,6.17,US,1689535149
326,pueblo nuevo,23.3833,-105.3833,25.78,47,12,3.29,MX,1689535289
327,laguna,38.421,-121.4238,40.65,30,0,2.06,US,1689535262
328,bonnyville,54.2668,-110.735,20.89,45,99,2.54,CA,1689535291
329,kirensk,57.7853,108.1119,14.16,94,100,1.2,RU,1689535292
330,dauphin,51.1494,-100.0502,16.08,72,100,6.17,CA,1689535292
331,beidaihehaibin,39.8222,119.5181,22.21,74,0,1.88,CN,1689535293
332,acarau,-2.8856,-40.12,28.91,65,61,7.3,BR,1689535293
333,rabo de peixe,37.8,-25.5833,20.73,68,75,4.12,PT,1689535294
334,bay roberts,47.5999,-53.2648,26.4,79,42,0.45,CA,1689535295
335,kerema,-7.9631,145.7785,24.33,88,98,0.74,PG,1689535295
336,kavieng,-2.5744,150.7967,27.76,76,97,2.53,PG,1689535296
337,barah,13.7,30.3667,34.7,30,86,2.11,SD,1689535296
338,pico truncado,-46.7949,-67.9573,2.55,43,0,6.15,AR,1689535297
339,saint-philippe,-21.3585,55.7679,22.77,86,45,6.18,RE,1689535297
340,lipayran,11.0593,123.6342,28.32,71,49,4.28,PH,1689535298
341,pontes e lacerda,-15.2261,-59.3353,34.37,25,0,1.61,BR,1689535035
342,kingston,17.997,-76.7936,32.53,74,20,11.32,JM,1689535275
343,berezovyy,51.6667,135.7,16.55,81,100,1.17,RU,1689535300
344,namibe,-15.1961,12.1522,19.38,83,0,2.0,AO,1689535300
345,kinkala,-4.3614,14.7644,27.53,40,7,0.77,CG,1689535301
346,lerwick,60.1545,-1.1494,13.0,89,65,5.13,GB,1689535042
347,toledo,39.8333,-4.0,32.28,16,2,4.98,ES,1689535252
348,naze,28.3667,129.4833,27.51,85,100,6.95,JP,1689535302
349,nova olimpia,-14.7972,-57.2881,36.21,20,5,0.82,BR,1689535169
350,inari,68.906,27.0288,21.11,57,100,2.14,FI,1689535303
351,zalari,53.5584,102.5065,16.9,98,100,5.6,RU,1689535303
352,naples,40.8333,14.25,32.43,54,0,2.06,IT,1689535082
353,sovetskaya gavan',48.9723,140.2878,13.48,96,100,1.43,RU,1689535304
354,nyurba,63.2842,118.3319,6.16,84,55,1.76,RU,1689535304
355,mayya,61.7333,130.2811,4.62,81,90,0.42,RU,1689535305
356,saipan,15.1355,145.701,28.39,100,20,5.14,MP,1689534800
357,kangding,30.0513,101.9603,11.88,90,37,0.61,CN,1689535305
358,nuuk,64.1835,-51.7216,9.34,100,100,3.09,GL,1689535306
359,at taj,24.2049,23.2857,31.91,15,78,3.94,LY,1689535307
360,afaahiti,-17.75,-149.2833,25.93,64,5,1.97,PF,1689535308
361,kapuskasing,49.4169,-82.4331,24.05,43,75,3.09,CA,1689535308
362,olyokminsk,60.3736,120.4264,8.58,72,84,1.6,RU,1689535309
363,faya-largeau,17.9257,19.1043,37.11,11,72,3.93,TD,1689535309
364,howrah,22.5892,88.3103,28.0,94,40,2.57,IN,1689535310
365,kigoma,-4.8769,29.6267,23.82,66,0,3.18,TZ,1689535310
366,sinabang,2.4803,96.3801,26.07,84,39,1.73,ID,1689535311
367,lamu,-2.2717,40.902,25.12,80,94,6.55,KE,1689535311
368,mawu,29.5923,107.3139,21.46,89,0,1.89,CN,1689535312
369,camana,-16.6228,-72.7111,19.38,72,70,3.51,PE,1689535312
370,fort irwin,35.2627,-116.6848,41.9,12,0,4.12,US,1689535313
371,hachinohe,40.5,141.5,21.21,95,15,2.69,JP,1689535313
372,korsakov,46.6328,142.7813,11.91,92,100,3.9,RU,1689535314
373,amungan,15.3652,119.9582,26.88,91,100,7.19,PH,1689535314
374,la sarre,48.8002,-79.1996,26.06,40,5,2.46,CA,1689535314
375,al bardiyah,31.7561,25.0865,27.69,74,0,5.0,LY,1689535315
376,ad-damazin,11.7891,34.3592,26.96,64,100,4.61,SD,1689535315
377,san martin,-33.081,-68.4681,11.3,27,0,5.69,AR,1689535316
378,alo,7.4178,6.7371,25.51,89,42,0.99,NG,1689535316
379,kayyerkan,69.3786,87.7439,5.72,100,99,3.13,RU,1689535317
380,farasan,16.7022,42.1183,31.52,76,10,3.8,SA,1689535317
381,enewetak,11.3474,162.3373,28.06,79,72,7.38,MH,1689535078
382,kandahar,31.0,65.75,27.75,11,0,1.36,AF,1689535318
383,mili,6.0815,171.735,27.8,72,60,6.31,MH,1689534905
384,saint-francois,46.4154,3.9054,20.69,60,0,2.06,FR,1689535081
385,malango,-2.9627,119.9001,17.92,96,100,0.78,ID,1689535319
386,uliastay,47.7417,96.8444,16.56,38,7,1.33,MN,1689535319
387,l'aquila,42.365,13.3935,27.29,69,0,1.78,IT,1689535320
388,sandpoint,48.2766,-116.5533,33.81,28,0,3.09,US,1689535320
389,pailon,-17.65,-62.75,22.5,43,78,3.04,BO,1689535320
390,uglegorsk,49.0833,142.0333,14.28,95,100,0.61,RU,1689535321
391,lanja,16.85,73.55,24.19,91,100,1.17,IN,1689535321
392,labytnangi,66.6572,66.4183,17.06,70,77,3.69,RU,1689535322
393,zhangye,38.9342,100.4517,23.58,34,1,3.13,CN,1689534921
394,palangkaraya,-2.2,113.8333,22.42,97,100,0.98,ID,1689535323
395,fuerte olimpo,-21.0415,-57.8738,30.99,30,84,1.64,PY,1689535324
396,taltal,-25.4,-70.4833,18.24,71,100,2.4,CL,1689535324
397,novyy urgal,51.0736,132.5642,14.62,93,100,0.09,RU,1689535096
398,gulf shores,30.246,-87.7008,36.99,61,0,4.12,US,1689535325
399,tucuma,-0.1833,-50.05,30.3,62,12,4.38,BR,1689535283
400,stayton,44.8007,-122.7945,30.8,39,76,5.36,US,1689535326
401,alice springs,-23.7,133.8833,4.75,100,2,1.03,AU,1689535157
402,tambopata,-12.7333,-69.1833,30.94,37,40,2.57,PE,1689535327
403,bismarck,46.8083,-100.7837,22.91,53,40,7.72,US,1689535273
404,nizhniy odes,63.6445,54.856,17.77,55,100,1.28,RU,1689535328
405,fort st. john,56.2499,-120.8529,18.94,68,100,3.09,CA,1689535328
406,irymple,-34.25,142.1667,5.41,81,0,2.55,AU,1689535329
407,vorgashor,67.5833,63.95,13.96,89,81,2.41,RU,1689535329
408,carutapera,-1.195,-46.02,27.46,79,78,3.78,BR,1689535330
409,banda aceh,5.5577,95.3222,26.62,78,100,6.25,ID,1689535330
410,al burayqah,30.4062,19.5739,26.66,80,2,9.18,LY,1689535331
411,tromso,69.6496,18.957,16.01,77,75,6.69,NO,1689535331
412,i-n-salah,27.1935,2.4607,39.32,5,0,4.72,DZ,1689535331
413,lewistown,40.5992,-77.5714,31.45,58,20,2.06,US,1689535332
414,puerto rosario,-24.45,-57.0833,20.39,51,95,0.49,PY,1689535333
415,vilyuysk,63.7553,121.6247,5.59,87,11,1.6,RU,1689535333
416,thinadhoo,0.5333,72.9333,27.55,76,1,0.64,MV,1689535290
417,malabar,-33.9667,151.25,12.8,90,40,2.57,AU,1689535334
418,chul'man,56.8479,124.9104,11.17,81,15,0.76,RU,1689535334
419,mont-dore,-22.2833,166.5833,21.11,99,83,4.23,NC,1689535335
420,belle fourche,44.6714,-103.8522,30.83,27,79,4.71,US,1689535336
421,vrangel',42.7297,133.0839,16.74,91,100,5.09,RU,1689535336
422,bahia de kino,28.8333,-111.9333,38.84,61,100,3.93,MX,1689535337
423,adrar,20.5022,-10.0711,37.47,16,61,4.57,MR,1689535337
424,dunedin,-45.8742,170.5036,8.78,53,10,0.89,NZ,1689535319
425,qamdo,31.1667,97.2333,4.58,89,100,2.13,CN,1689535338
426,bishkek,42.87,74.59,21.11,33,54,2.51,KG,1689535338
427,taiyuan,37.8694,112.5603,21.92,46,0,1.0,CN,1689535332
428,santa cruz,-17.8,-63.1667,21.7,49,75,5.14,BO,1689535339
429,farah,32.5,62.5,31.35,13,0,1.16,AF,1689535340
430,genhe,50.7833,121.5167,14.23,80,72,0.43,CN,1689535340
431,gadzhiyevo,69.2551,33.3362,13.04,85,91,1.36,RU,1689534915
432,shenkursk,62.1091,42.896,18.96,67,87,1.61,RU,1689535341
433,wajir,1.7471,40.0573,27.58,42,34,8.94,KE,1689535341
434,kerman,30.2832,57.0788,26.92,17,0,2.06,IR,1689535342
435,dengi,9.3667,9.95,26.95,63,18,1.22,NG,1689535335
436,balingcanaway,15.4817,120.6856,24.73,96,100,2.87,PH,1689535343
437,mata-utu,-13.2816,-176.1745,27.23,78,58,8.74,WF,1689535091
438,villa gesell,-37.2639,-56.973,10.03,69,86,8.38,AR,1689535344
439,bundaberg,-24.85,152.35,16.79,96,68,2.24,AU,1689535344
440,banjar,-8.19,114.9675,22.62,87,80,2.73,ID,1689535345
441,haslett,42.747,-84.4011,28.08,57,40,8.75,US,1689535345
442,talcahuano,-36.7167,-73.1167,11.82,54,0,4.12,CL,1689535346
443,muynoq,43.7683,59.0214,26.88,54,100,3.39,UZ,1689535346
444,mollendo,-17.0231,-72.0147,18.91,71,72,3.68,PE,1689535347
445,mount isa,-20.7333,139.5,19.87,60,100,2.06,AU,1689535347
446,corner brook,48.9667,-57.9484,28.09,63,100,3.32,CA,1689535348
447,poronaysk,49.2167,143.1167,11.96,97,100,1.38,RU,1689535348
448,long beach,33.767,-118.1892,36.02,71,0,3.6,US,1689535345
449,asau,46.4333,26.4,24.6,74,0,1.35,RO,1689535349
450,westport,41.1415,-73.3579,26.75,90,75,2.06,US,1689535060
451,darwin,-12.4611,130.8418,24.94,88,75,1.54,AU,1689535350
452,lompoc,34.6391,-120.4579,26.58,72,75,3.6,US,1689535350
453,kasimov,54.9411,41.3953,15.03,84,97,2.93,RU,1689535350
454,suntar,62.1444,117.6319,7.24,77,90,2.46,RU,1689535351
455,toliara,-23.35,43.6667,20.21,79,1,2.8,MG,1689535351
456,bandarbeyla,9.4942,50.8122,24.08,84,92,14.16,SO,1689535352
457,broome,42.2506,-75.833,28.16,74,40,4.12,US,1689535352
458,porto-vecchio,41.591,9.2795,27.81,74,0,0.51,FR,1689535353
459,neiafu,-18.65,-173.9833,22.38,78,75,4.63,TO,1689535353
460,zakynthos,37.7914,20.8953,29.62,70,0,0.0,GR,1689535354
461,chengde,40.9725,117.9361,19.27,62,0,0.92,CN,1689535354
462,tuzha,57.6062,47.936,13.43,88,0,3.41,RU,1689535355
463,newport beach,33.6189,-117.9289,36.2,75,20,4.63,US,1689535355
464,camocim,-2.9022,-40.8411,31.25,54,96,6.91,BR,1689535356
465,pingxiang,27.6167,113.85,23.84,75,31,1.35,CN,1689535356
466,progreso,21.2833,-89.6667,37.28,55,70,6.21,MX,1689535111
467,puerto lempira,15.2667,-83.7667,31.08,66,75,2.06,HN,1689535357
468,kirakira,-10.4544,161.9205,25.53,90,84,4.16,SB,1689535358
469,sola,-13.8833,167.55,25.52,82,100,11.72,VU,1689535072
470,labasa,-16.4167,179.3833,22.73,87,94,4.43,FJ,1689535358
471,fisterra,42.9049,-9.2629,20.42,71,2,6.11,ES,1689535359
472,bamboo flat,11.7,92.7167,28.05,83,75,6.17,IN,1689535359
473,newman,37.3138,-121.0208,40.03,11,100,0.51,US,1689535360
474,tual,-5.6667,132.75,26.26,80,75,10.11,ID,1689535360
475,commentry,46.2921,2.7416,19.26,67,0,2.71,FR,1689535360
476,maumere,-8.6199,122.2111,24.98,77,74,5.53,ID,1689535361
477,opuwo,-18.0607,13.84,19.07,27,0,4.44,NA,1689534904
478,shiyan,32.6475,110.7781,22.76,85,0,0.97,CN,1689535362
479,phan rang-thap cham,11.5667,108.9833,26.57,75,100,3.3,VN,1689535362
480,howard springs,-12.497,131.047,24.9,59,100,2.34,AU,1689535363
481,mahina,-17.5065,-149.489,26.87,61,20,3.09,PF,1689535363
482,pandan,14.0453,124.1694,26.83,83,100,4.2,PH,1689535364
483,bima,-8.4667,118.7167,23.03,93,39,2.29,ID,1689535364
484,lubang,13.8584,120.124,28.35,82,100,12.62,PH,1689535364
485,rubizhne,49.0123,38.3797,19.77,63,52,2.26,UA,1689535365
486,kargasok,59.0556,80.8572,12.53,74,0,3.53,RU,1689535365
487,menaka,15.9182,2.4022,37.65,27,59,2.84,ML,1689535366
488,kenai,60.5544,-151.2583,12.3,98,100,3.09,US,1689535366
489,aykhal,66.0,111.5,9.59,58,100,3.25,RU,1689535367
490,marquelia,16.5833,-98.8167,32.23,60,17,4.33,MX,1689535367
491,carbonear,47.7332,-53.2148,25.97,79,14,3.25,CA,1689535367
492,bairnsdale,-37.8333,147.6167,2.81,95,5,2.03,AU,1689535368
493,taoyuan city,24.9937,121.297,29.49,88,75,1.54,TW,1689535368
494,katima mulilo,-17.5,24.2667,14.24,44,0,2.17,NA,1689535369
495,demyansk,57.643,32.466,17.81,61,96,1.4,RU,1689535369
496,mstsislaw,54.0192,31.7257,16.73,61,0,0.92,BY,1689535369
497,ares,-6.1944,-35.1603,28.05,68,22,6.66,BR,1689535370
498,pangody,65.85,74.4859,11.21,63,17,3.96,RU,1689535370
499,sokoni,-6.4333,39.55,25.17,75,0,7.15,TZ,1689535370
500,penal,10.1667,-61.4667,32.72,76,65,3.13,TT,1689535371
501,harper,4.375,-7.7169,25.22,86,71,4.23,LR,1689535371
502,cheremushki,52.8356,91.3944,15.94,81,88,1.53,RU,1689535372
503,dubbo,-32.25,148.6167,9.07,87,40,6.69,AU,1689535372
504,alesund,62.4723,6.1549,18.52,76,40,1.54,NO,1689535373
505,mityana,0.4175,32.0228,16.63,90,5,1.04,UG,1689535373
506,gagra,43.3283,40.2239,19.52,81,0,3.23,GE,1689535373
507,ixtapa,20.7,-105.2,32.9,70,75,3.6,MX,1689535197
508,alenquer,-1.9417,-54.7383,34.36,38,95,3.09,BR,1689535374
509,sandnessjoen,66.0217,12.6316,16.06,82,75,4.63,NO,1689534899
510,isangel,-19.55,169.2667,21.06,83,20,2.57,VU,1689535368
511,cardigan,52.0847,-4.6591,15.96,81,18,6.9,GB,1689535375
512,santa elena de uairen,4.6167,-61.1333,25.26,67,52,3.93,VE,1689535376
513,lorengau,-2.0226,147.2712,27.48,80,21,4.31,PG,1689535376
514,tomatlan,19.9333,-105.25,35.47,47,9,2.85,MX,1689535377
515,vadso,70.0744,29.7487,17.49,87,0,6.17,NO,1689535377
516,khandyga,62.6667,135.6,11.06,78,100,0.84,RU,1689535378
517,colby,39.3958,-101.0524,31.67,51,0,4.63,US,1689535378
518,kloulklubed,7.0419,134.2556,27.82,83,100,8.17,PW,1689535379
519,verkhniy baskunchak,48.2256,46.7217,21.94,49,100,6.81,RU,1689535379
520,bereznik,62.8551,42.7072,18.58,67,96,1.49,RU,1689535380
521,akureyri,65.6835,-18.0878,7.96,81,75,6.69,IS,1689535380
522,zaragoza,41.6561,-0.8773,32.25,40,0,5.14,ES,1689535371
523,sanming,26.2486,117.6186,25.21,94,100,1.12,CN,1689535381
524,sandikli,38.4647,30.2695,20.99,33,0,2.83,TR,1689535381
525,ryotsu-minato,38.0833,138.4333,24.38,90,18,2.49,JP,1689535382
526,bhadasar,28.2833,74.3167,32.41,55,75,4.71,IN,1689535382
527,north bay,46.3168,-79.4663,26.01,65,40,5.14,CA,1689535383
528,kuta,-8.7233,115.1723,25.97,83,20,5.36,ID,1689535383
529,figuig (centre),32.1089,-1.2286,33.98,6,0,4.14,MA,1689535384
530,port saint john's,-31.6229,29.5448,16.95,64,5,2.51,ZA,1689535384
531,kiama,-34.6833,150.8667,9.03,99,37,1.66,AU,1689535096
532,playa del ingles,27.7567,-15.5787,24.86,68,17,1.34,ES,1689535385
533,mugia,43.1041,-9.2179,20.51,68,0,4.43,ES,1689535385
534,kroya,-7.6331,109.2461,22.29,91,19,2.86,ID,1689535386
535,aras-asan,8.8908,126.3033,25.44,88,100,1.66,PH,1689535386
536,masuguru,-11.3667,38.4167,25.07,42,100,1.22,TZ,1689535387
537,mto wa mbu,-3.35,35.85,19.43,54,0,0.55,TZ,1689535387
538,caconda,-13.7333,15.0667,18.04,29,15,2.17,AO,1689535387
539,iquique,-20.2208,-70.1431,20.02,67,31,3.34,CL,1689534838
540,vanino,49.0869,140.2543,13.44,96,100,0.98,RU,1689535388
541,sungailiat,-1.85,106.1333,26.34,85,51,5.24,ID,1689535389
542,juchipila,21.4167,-103.1167,32.11,28,1,1.44,MX,1689535389
543,sidney,-33.8679,151.2073,12.57,91,40,2.57,AU,1689535171
544,buenaventura,3.8801,-77.0312,28.66,81,99,1.81,CO,1689535390
545,umm kaddadah,13.6017,26.6876,35.13,26,6,4.08,SD,1689535390
546,ad dilam,23.9915,47.1627,38.23,12,11,3.78,SA,1689535391
547,villa angela,-27.5738,-60.7153,20.28,40,0,2.86,AR,1689535391
548,plastun,44.7561,136.2939,14.47,94,100,0.61,RU,1689535392
549,zile,40.3031,35.8864,15.88,77,0,1.82,TR,1689535392
550,kantunilkin,21.0917,-87.45,38.83,28,11,2.99,MX,1689535392
551,dryden,49.7833,-92.7503,15.16,88,100,4.12,CA,1689535393
552,sittwe,20.15,92.9,26.57,88,100,3.61,MM,1689535393
553,rongelap,11.1635,166.8941,28.21,75,94,6.27,MH,1689535275
554,kabansk,52.0486,106.6528,15.71,93,13,0.81,RU,1689535394
555,auki,-8.7676,160.7034,25.08,90,90,1.72,SB,1689535395
556,thunder bay,48.4001,-89.3168,13.99,94,100,4.12,CA,1689535265
557,dalandzadgad,43.5708,104.425,24.66,25,82,4.1,MN,1689535395
558,coahuayana de hidalgo,18.7,-103.6583,34.66,52,44,3.12,MX,1689535396
559,kodinsk,58.6881,99.1844,13.07,96,100,0.95,RU,1689535396
560,pemangkat,1.1667,108.9667,25.89,88,100,4.49,ID,1689535396
561,pumiao,22.75,108.4833,30.22,64,100,3.37,CN,1689535397
562,stephenville,32.2207,-98.2023,37.44,33,0,2.06,US,1689535397
563,la ronge,55.1001,-105.2842,19.12,52,100,2.57,CA,1689535398
564,newport,51.5877,-2.9984,16.49,79,1,7.21,GB,1689535398
565,troitsko-pechorsk,62.7084,56.1964,16.54,59,94,1.28,RU,1689535399
566,hammerfest,70.6634,23.6821,19.25,55,0,7.2,NO,1689535399
567,gospic,44.5461,15.3747,24.83,62,0,0.63,HR,1689535399
568,mayahi,13.9553,7.6712,29.64,47,100,7.29,NE,1689535400
569,penn yan,42.6609,-77.0539,27.88,67,40,3.09,US,1689535400
570,brisas barra de suchiate,14.55,-92.2167,33.1,66,100,4.16,MX,1689535401
571,new norfolk,-42.7826,147.0587,12.73,67,90,4.88,AU,1689535060
572,flekkefjord,58.2971,6.6607,16.08,94,70,6.65,NO,1689535338
573,mejit,10.2753,170.8646,27.77,77,98,4.83,MH,1689535275
